,CPU,throughput
529,0.7,2216.41
530,0.7,2230.41
531,0.7,2231.65
532,0.7,2236.75
533,0.7,2229.49
534,0.7,2223.64
535,0.7,2180.22
536,0.7,2237.22
537,0.7,2263.45
538,0.7,2191.75
539,0.7,2219.5
540,0.7,2254.38
541,0.7,2185.91
542,0.7,2236.14
543,0.7,2246.27
544,0.7,2201.88
545,0.7,2234.97
546,0.7,2191.97
547,0.7,2205.37
548,0.7,2208.75
549,0.7,2214.27
550,0.7,2213.53
551,0.7,2229.39
552,0.7,2209.31
553,0.7,2220.67
554,0.7,2209.71
555,0.7,2250.34
556,0.7,2208.06
557,0.7,2230.38
558,0.7,2191.46
559,0.7,2225.91
560,0.8,2260.88
561,0.8,2215.22
562,0.8,2212.17
563,0.8,2226.86
564,0.8,2227.42
565,0.8,2237.3
566,0.8,2229.5
567,0.8,2220.84
568,0.8,2225.8
569,0.8,2223.12
570,0.8,2269.22
571,0.8,2225.42
572,0.8,2229.8
573,0.8,2222.04
574,0.8,2248.19
575,0.8,2199.53
576,0.8,2212.36
577,0.8,2251.59
578,0.8,2222.24
579,0.8,2206.47
580,0.8,2227.19
581,0.8,2206.58
582,0.8,2255.37
583,0.8,2213.67
584,0.8,2221.09
585,0.8,2220.45
586,0.8,2217.63
587,0.8,2203.34
588,0.8,2220.36
589,0.8,2196.93
590,0.8,2259.45
591,0.8,2206.79
592,0.8,2222.9
593,0.8,2227.0
594,0.8,2242.71
595,0.8,2244.47
596,0.8,2270.65
597,0.8,2222.96
598,0.8,2206.92
599,0.8,2232.2
600,0.8,2230.34
601,0.8,2225.54
602,0.8,2257.17
603,0.8,2193.0
604,0.8,2202.87
605,0.8,2195.66
606,0.8,2247.44
607,0.8,2223.72
608,0.8,2214.33
609,0.8,2224.27
610,0.8,2228.32
611,0.8,2232.72
612,0.8,2243.08
613,0.8,2208.14
614,0.8,2225.7
615,0.8,2217.65
616,0.8,2204.54
617,0.8,2194.18
618,0.8,2224.01
619,0.8,2264.6
620,0.8,2248.93
621,0.8,2248.91
