topology,vnf1cpu,vnf2cpu,vnf3cpu,throughput
sc-sq-nx,0.64,0.16,0.16,169673.14
sc-sq-nx,0.16,1,1,61076.51
sc-sq-nx,0.32,0.16,0.32,147012.85
sc-sq-nx,0.32,1,0.32,143443.92
sc-sq-nx,0.64,0.16,0.64,173039.03
sc-sq-nx,0.64,0.16,0.16,173442.64
sc-sq-nx,0.16,0.64,0.32,61715.4
sc-sq-nx,1,0.32,0.16,187854.47
sc-sq-nx,0.32,0.16,0.16,144581.45
sc-sq-nx,0.32,0.16,0.64,142767.98
sc-sq-nx,0.16,1,0.16,60925.04
sc-sq-nx,0.64,1,0.16,184651.78
sc-sq-nx,0.64,0.64,0.16,184331.18
sc-sq-nx,0.16,1,0.32,60370.87
sc-sq-nx,0.32,0.64,1,141753.02
sc-sq-nx,0.32,1,0.16,140694.61
sc-sq-nx,0.32,1,0.64,144981.44
sc-sq-nx,0.64,1,0.16,194270.34
sc-sq-nx,0.64,0.64,0.16,193919.39
sc-sq-nx,1,0.16,0.16,171441.46
sc-sq-nx,0.32,0.64,0.16,144358.65
sc-sq-nx,1,0.32,1,411679.18
sc-sq-nx,0.32,0.16,0.64,142585.9
sc-sq-nx,1,1,0.64,470574.7
sc-sq-nx,0.16,0.32,1,60112.06
sc-sq-nx,0.16,1,0.64,60630.16
sc-sq-nx,0.16,1,0.64,60105.93
sc-sq-nx,0.32,0.64,0.64,145430.6
sc-sq-nx,0.32,0.64,0.64,143698.3
sc-sq-nx,0.16,0.16,0.32,61794.74
sc-sq-nx,1,0.64,1,470392.39
sc-sq-nx,1,0.32,0.64,409311.83
sc-sq-nx,0.16,0.64,1,61243.52
sc-sq-nx,0.16,0.16,0.64,62345.4
sc-sq-nx,0.64,0.16,1,171632.97
sc-sq-nx,0.16,0.32,0.64,61252.49
sc-sq-nx,0.64,0.16,1,172164.8
sc-sq-nx,0.64,0.64,1,315876.92
sc-sq-nx,0.16,1,0.16,62532.72
sc-sq-nx,1,0.16,0.32,171875.57
sc-sq-nx,0.16,0.64,0.64,61969.19
sc-sq-nx,0.16,0.32,0.16,60639.54
sc-sq-nx,0.64,1,0.64,316747.9
sc-sq-nx,0.32,0.64,1,144846.53
sc-sq-nx,0.16,0.16,1,61333.97
sc-sq-nx,0.32,0.32,0.16,143892.5
sc-sq-nx,1,0.32,0.64,408197.91
sc-sq-nx,1,0.32,1,400594.34
sc-sq-nx,1,1,0.32,451662.08
sc-sq-nx,0.16,1,0.32,59268.39
sc-sq-nx,1,0.16,0.32,175040.5
sc-sq-nx,0.16,0.32,0.16,62348.47
sc-sq-nx,0.64,1,0.32,316731.3
sc-sq-nx,1,0.16,0.64,173099.12
sc-sq-nx,0.16,0.16,1,61069.63
sc-sq-nx,0.16,0.16,0.32,62436.73
sc-sq-nx,1,0.64,0.64,473079.43
sc-sq-nx,0.64,0.64,0.16,164675.42
sc-sq-nx,0.32,0.16,0.16,143652.93
sc-sq-nx,0.32,0.16,0.64,144355.07
sc-sq-nx,0.64,0.16,0.16,173132.93
sc-sq-nx,0.64,1,0.32,318246.15
sc-sq-nx,0.64,0.16,1,171374.12
sc-sq-nx,0.32,1,1,142111.75
sc-sq-nx,0.32,0.32,0.32,144551.63
sc-sq-nx,0.64,1,0.32,314775.8
sc-sq-nx,0.16,0.32,0.16,60029.91
sc-sq-nx,0.64,0.16,0.16,173983.79
sc-sq-nx,0.16,0.16,0.64,61254.24
sc-sq-nx,0.32,1,1,144324.76
sc-sq-nx,0.64,0.32,1,312319.58
sc-sq-nx,1,1,1,459248.45
sc-sq-nx,0.16,0.64,1,61894.18
sc-sq-nx,0.64,1,0.16,184749.39
sc-sq-nx,0.16,0.16,0.16,61608.86
sc-sq-nx,0.64,1,0.32,318863.46
sc-sq-nx,1,0.64,1,481258.86
sc-sq-nx,0.16,0.16,0.32,60114.92
sc-sq-nx,0.16,1,0.16,61639.53
sc-sq-nx,0.32,0.64,0.64,141730.94
sc-sq-nx,0.64,0.32,0.16,197937.8
sc-sq-nx,1,1,0.16,190081.06
sc-sq-nx,1,0.64,0.64,470369.63
sc-sq-nx,1,0.16,0.16,172763.18
sc-sq-nx,0.32,0.16,1,144327.88
sc-sq-nx,0.32,1,0.32,145009.28
sc-sq-nx,1,0.32,0.32,414424.19
sc-sq-nx,1,1,0.64,469267.7
sc-sq-nx,0.16,0.32,0.64,61614.93
sc-sq-nx,0.32,1,0.16,142880.61
sc-sq-nx,0.16,0.64,0.16,61018.06
sc-sq-nx,0.64,1,0.64,310376.88
sc-sq-nx,0.32,0.16,1,143988.2
sc-sq-nx,0.64,0.32,0.64,313388.7
sc-sq-nx,0.64,1,1,319610.99
sc-sq-nx,0.32,0.16,0.64,141538.1
sc-sq-nx,1,1,0.32,478094.08
sc-sq-nx,1,0.64,0.64,461020.33
sc-sq-nx,1,0.32,0.32,415820.11
sc-sq-nx,1,0.16,0.64,173101.65
sc-sq-nx,0.64,0.16,0.32,171367.03
sc-sq-nx,0.64,1,0.64,314570.61
sc-sq-nx,0.64,1,1,309536.84
sc-sq-nx,0.32,0.16,0.32,143469.1
sc-sq-nx,0.16,0.16,1,60716.32
sc-sq-nx,0.16,0.64,0.16,60548.29
sc-sq-nx,0.64,0.32,0.32,311068.33
sc-sq-nx,0.16,0.16,0.16,61709.28
sc-sq-nx,0.16,0.32,0.64,61878.39
sc-sq-nx,1,0.16,0.32,172279.02
sc-sq-nx,0.16,1,0.16,59780.67
sc-sq-nx,0.16,1,0.64,61973.81
sc-sq-nx,0.64,0.64,0.32,312081.52
sc-sq-nx,0.32,0.32,1,144784.17
sc-sq-nx,0.16,0.16,0.32,61170.89
sc-sq-nx,0.64,0.64,0.64,322935.58
sc-sq-nx,1,1,0.16,193581.4
sc-sq-nx,1,1,0.64,481086.08
sc-sq-nx,0.64,0.16,0.32,171907.99
sc-sq-nx,0.32,0.32,1,143256.05
sc-sq-nx,0.16,1,0.64,62349.81
sc-sq-nx,0.64,0.16,0.32,171925.5
sc-sq-nx,0.16,0.32,1,60459.56
sc-sq-nx,1,0.64,0.64,474833.1
sc-sq-nx,0.64,0.32,0.64,315677.74
sc-sq-nx,0.16,0.16,0.64,62340.98
sc-sq-nx,0.32,0.64,0.16,140700.24
sc-sq-nx,0.64,0.32,0.32,318254.28
sc-sq-nx,1,0.64,0.32,464677.19
sc-sq-nx,0.32,0.16,1,141743.5
sc-sq-nx,0.16,1,1,60630.62
sc-sq-nx,0.64,0.32,0.64,316817.61
sc-sq-nx,1,0.32,0.32,410833.39
sc-sq-nx,1,1,0.16,191930.95
sc-sq-nx,1,0.32,0.16,194851.36
sc-sq-nx,0.64,1,1,314490.48
sc-sq-nx,0.32,1,0.64,143667.97
sc-sq-nx,0.64,0.64,0.16,190150.08
sc-sq-nx,0.64,1,0.16,199166.11
sc-sq-nx,1,1,1,463459.79
sc-sq-nx,1,0.64,0.16,197295.97
sc-sq-nx,0.32,1,0.16,140646.35
sc-sq-nx,0.32,0.64,0.16,142025.69
sc-sq-nx,1,0.32,0.32,405643.68
sc-sq-nx,0.32,1,0.32,142620.29
sc-sq-nx,0.32,0.64,0.32,147246.11
sc-sq-nx,0.32,0.16,0.64,142619.02
sq-nx-sc,0.64,0.16,0.64,103975.96
sq-nx-sc,0.64,0.16,0.64,105207.75
sq-nx-sc,0.16,0.32,0.32,19592.35
sq-nx-sc,0.32,0.64,0.32,47036.79
sq-nx-sc,0.16,0.32,0.64,20326.15
sq-nx-sc,0.32,0.16,0.16,46878.6
sq-nx-sc,0.16,0.64,0.64,19673.05
sq-nx-sc,0.32,0.32,0.16,46818.22
sq-nx-sc,0.32,0.32,0.64,46221.29
sq-nx-sc,0.32,0.16,0.32,46609.17
sq-nx-sc,0.64,0.16,0.16,66365.01
sq-nx-sc,0.32,0.16,0.64,46630.99
sq-nx-sc,0.64,0.16,0.16,79882.71
sq-nx-sc,0.32,0.32,0.16,46964.12
sq-nx-sc,0.32,0.32,0.16,45864.17
sq-nx-sc,0.32,0.32,0.32,46273.51
sq-nx-sc,0.16,0.64,0.32,19578.27
sq-nx-sc,0.16,0.64,0.32,19750.85
sq-nx-sc,0.32,0.16,0.32,47660.6
sq-nx-sc,0.32,0.64,0.32,47590.13
sq-nx-sc,0.32,0.64,0.64,47388.31
sq-nx-sc,0.32,0.16,0.16,46325.86
sq-nx-sc,0.64,0.32,0.64,104581.16
sq-nx-sc,0.32,0.32,0.32,47318
sq-nx-sc,0.32,0.64,0.32,46121.79
sq-nx-sc,0.32,0.16,0.32,46530.34
sq-nx-sc,0.64,0.32,0.16,68838.92
sq-nx-sc,0.32,0.16,0.64,47750.39
sq-nx-sc,0.16,0.32,0.32,20066.73
sq-nx-sc,0.32,0.16,0.64,46833.88
sq-nx-sc,0.16,0.64,0.16,19607.58
sq-nx-sc,0.32,0.64,0.64,46343.33
sq-nx-sc,0.16,0.32,0.64,19839
sq-nx-sc,0.64,0.64,0.32,102828.51
sq-nx-sc,0.64,0.32,0.32,105172.48
sq-nx-sc,0.32,0.16,0.64,47187.81
sq-nx-sc,0.16,0.16,0.32,19895.9
sq-nx-sc,0.16,0.64,0.64,19899.04
sq-nx-sc,0.64,0.32,0.16,67109.08
sq-nx-sc,0.16,0.32,0.32,19442.26
sq-nx-sc,0.16,0.32,0.64,20066.69
sq-nx-sc,0.16,0.16,0.16,19675.02
sq-nx-sc,0.16,0.64,0.32,20206.63
sq-nx-sc,0.64,0.64,0.32,101090.69
sq-nx-sc,0.32,0.32,0.32,46670.31
sq-nx-sc,0.32,0.32,0.64,46904.54
sq-nx-sc,0.64,0.16,0.64,104569.15
sq-nx-sc,0.32,0.64,0.64,47968.95
sq-nx-sc,0.64,0.16,0.16,81773.18
sq-nx-sc,0.16,0.16,0.16,19955.83
sq-nx-sc,0.64,0.32,0.64,101950.31
sq-nx-sc,0.16,0.64,0.16,19396.29
sq-nx-sc,0.64,0.64,0.16,67089.78
sq-nx-sc,0.64,0.32,0.32,104787.21
sq-nx-sc,0.32,0.64,0.16,46333.38
sq-nx-sc,0.32,0.32,0.64,46209.03
sq-nx-sc,0.16,0.32,0.32,19775.78
sq-nx-sc,0.64,0.16,0.64,104588.46
sq-nx-sc,0.16,0.16,0.32,20023.49
sq-nx-sc,0.32,0.32,0.64,46985.06
sq-nx-sc,0.64,0.64,0.64,104498.83
sq-nx-sc,0.64,0.32,0.32,105134
sq-nx-sc,0.16,0.32,0.16,19261.1
sq-nx-sc,0.64,0.16,0.32,103111.9
sq-nx-sc,0.32,0.64,0.32,46549.62
sq-nx-sc,0.16,0.16,0.32,19887.62
sq-nx-sc,0.16,0.32,0.16,20302.5
sq-nx-sc,0.64,0.32,0.16,64224.44
sq-nx-sc,0.64,0.64,0.16,81515.21
sq-nx-sc,0.16,0.32,0.16,20025.26
sq-nx-sc,0.16,0.64,0.16,20266.16
sq-nx-sc,0.64,0.32,0.16,68520.89
sq-nx-sc,0.16,0.16,0.32,19547.07
sq-nx-sc,0.64,0.32,0.64,104750.03
sq-nx-sc,0.32,0.32,0.64,47199.86
sq-nx-sc,0.32,0.32,0.64,47321.81
sq-nx-sc,0.64,0.64,0.16,68094.25
sq-nx-sc,0.64,0.32,0.64,104877.7
sq-nx-sc,0.16,0.16,0.32,20141.69
sq-nx-sc,0.32,0.32,0.32,47658.95
sq-nx-sc,0.16,0.64,0.16,20087.06
sq-nx-sc,0.64,0.32,0.64,104870.28
sq-nx-sc,0.32,0.16,0.32,47730.84
sq-nx-sc,0.64,0.16,0.64,105782.92
sq-nx-sc,0.16,0.64,0.32,19197.96
sq-nx-sc,0.32,0.32,0.16,48023.5
sq-nx-sc,0.32,0.16,0.16,47588.18
sq-nx-sc,0.64,0.64,0.32,107025.46
sq-nx-sc,0.32,0.64,0.16,46053.22
sq-nx-sc,0.32,0.32,0.16,46756.12
sq-nx-sc,0.16,0.64,0.32,19959.97
sq-nx-sc,0.32,0.16,0.64,47611.02
sq-nx-sc,0.64,0.64,0.32,103774.89
sq-nx-sc,0.16,0.16,0.64,19607.43
sq-nx-sc,0.16,0.32,0.32,20258.27
sq-nx-sc,0.32,0.32,0.32,47304.56
sq-nx-sc,0.32,0.64,0.16,47817.84
sq-nx-sc,0.32,0.16,0.16,47233.01
sq-nx-sc,0.32,0.16,0.16,47444.84
sq-nx-sc,0.32,0.64,0.16,47802.65
sq-nx-sc,0.64,0.64,0.32,104142.67
sq-nx-sc,0.32,0.64,0.32,46560.45
sq-nx-sc,0.64,0.64,0.64,104048.25
sq-nx-sc,0.32,0.16,0.64,46968.45
sq-nx-sc,0.32,0.64,0.16,46968.75
sq-nx-sc,0.64,0.64,0.32,103825.6
sq-nx-sc,0.64,0.64,0.16,96891.73
sq-nx-sc,0.16,0.16,0.16,20361.27
sq-nx-sc,0.64,0.64,0.64,103626.3
sq-nx-sc,0.64,0.64,0.64,105582.08
sq-nx-sc,0.32,0.16,0.16,47029.02
sq-nx-sc,0.64,0.32,0.64,105007.65
sq-nx-sc,0.64,0.16,0.32,103432.43
sq-nx-sc,0.16,0.16,0.16,19519.76
sq-nx-sc,0.64,0.32,0.32,104022.96
sq-nx-sc,0.16,0.32,0.16,19778.29
sq-nx-sc,0.16,0.64,0.64,20163.08
sq-nx-sc,0.16,0.16,0.64,19715.73
sq-nx-sc,0.32,0.16,0.16,46959.03
sq-nx-sc,0.64,0.16,0.16,65730.39
sq-nx-sc,0.16,0.32,0.64,19536.73
sq-nx-sc,0.16,0.32,0.64,19891.28
sq-nx-sc,0.64,0.16,0.16,68420.61
sq-nx-sc,0.32,0.64,0.32,46325.66
sq-nx-sc,0.32,0.16,0.32,47527.05
sq-nx-sc,0.16,0.64,0.64,19737.92
sq-nx-sc,0.16,0.16,0.16,19814.29
sq-nx-sc,0.64,0.32,0.64,104736.2
sq-nx-sc,0.16,0.64,0.64,19691.63
sq-nx-sc,0.32,0.64,0.16,47887.98
sq-nx-sc,0.64,0.64,0.32,105414.59
sq-nx-sc,0.16,0.64,0.16,20204.07
sq-nx-sc,0.64,0.16,0.32,104346.78
sq-nx-sc,0.32,0.16,0.16,46544.53
sq-nx-sc,0.64,0.32,0.32,105435.5
sq-nx-sc,0.64,0.64,0.16,68412.64
sq-nx-sc,0.32,0.16,0.32,47177.84
sq-nx-sc,0.32,0.16,0.64,47274.53
sq-nx-sc,0.32,0.64,0.32,47892.23
sq-nx-sc,0.16,0.16,0.16,20307.03
sq-nx-sc,0.64,0.16,0.32,104639
sq-nx-sc,0.64,0.64,0.64,103807.41
sq-nx-sc,0.64,0.64,0.16,68295.97
sq-nx-sc,0.16,0.32,0.64,19818.97
sq-nx-sc,0.16,0.16,0.32,20297.17
sq-nx-sc,0.16,0.64,0.64,20361.77
sq-nx-sc,0.16,0.32,0.16,20132.48
sq-nx-sc,0.32,0.64,0.16,48473.22
sq-nx-sc,0.64,0.64,0.16,65109.11
sq-nx-sc,0.64,0.16,0.32,104663.75
sq-nx-sc,0.32,0.64,0.16,46338.09
sq-nx-sc,0.64,0.32,0.16,81562.19
sq-nx-sc,0.64,0.16,0.32,104301.14
sq-nx-sc,0.16,0.32,0.64,19683.34
sq-nx-sc,0.32,0.64,0.64,47032.91
sq-nx-sc,0.16,0.16,0.32,19623.13
sq-nx-sc,0.16,0.32,0.64,19258.58
sq-nx-sc,0.16,0.32,0.16,19752.99
sq-nx-sc,0.16,0.64,0.32,19541.83
sq-nx-sc,0.32,0.64,0.64,48344.97
sq-nx-sc,0.64,0.32,0.32,105471.96
sq-nx-sc,0.64,0.16,0.16,65865.38
sq-nx-sc,0.32,0.64,0.32,48395.65
sq-nx-sc,0.64,0.16,0.32,105752.47
sq-nx-sc,0.32,0.16,0.64,47115.81
sq-nx-sc,0.16,0.64,0.64,19734.92
sq-nx-sc,0.64,0.16,0.64,104481.38
sq-nx-sc,0.64,0.16,0.16,65855.64
sq-nx-sc,0.16,0.16,0.64,20355.01
sq-nx-sc,0.16,0.32,0.64,19925.58
sq-nx-sc,0.16,0.64,0.64,19925.1
sq-nx-sc,0.32,0.64,0.64,47240.11
sq-nx-sc,0.32,0.32,0.16,47088.39
sq-nx-sc,0.32,0.32,0.16,47740.61
sq-nx-sc,0.32,0.32,0.64,46695.93
sq-nx-sc,0.32,0.32,0.64,47986.14
sq-nx-sc,0.64,0.32,0.32,106972.3
sq-nx-sc,0.64,0.16,0.64,103716.63
sq-nx-sc,0.16,0.32,0.16,20495.29
sq-nx-sc,0.64,0.64,0.32,104118.91
sq-nx-sc,0.16,0.64,0.16,20060.29
sq-nx-sc,0.16,0.16,0.16,19754.62
sq-nx-sc,0.32,0.32,0.32,47526.9
sq-nx-sc,0.64,0.32,0.16,67564.66
sq-nx-sc,0.64,0.16,0.16,67446.56
sq-nx-sc,0.16,0.16,0.32,19575.99
sq-nx-sc,0.16,0.32,0.32,20063.91
sq-nx-sc,0.16,0.32,0.16,20131.19
sq-nx-sc,0.64,0.32,0.16,66602.46
sq-nx-sc,0.64,0.64,0.16,77440.32
sq-nx-sc,0.32,0.32,0.32,47825.08
sq-nx-sc,0.64,0.32,0.16,81924.75
sq-nx-sc,0.32,0.16,0.16,48469.72
sq-nx-sc,0.32,0.64,0.32,47688.23
sq-nx-sc,0.16,0.16,0.64,20021.99
sq-nx-sc,0.16,0.32,0.32,20046.97
sq-nx-sc,0.32,0.32,0.32,47734.82
sq-nx-sc,0.32,0.32,0.32,48402.34
sq-nx-sc,0.64,0.32,0.32,103773.05
sq-nx-sc,0.32,0.64,0.64,47326.91
sq-nx-sc,0.32,0.32,0.16,47453.2
sq-nx-sc,0.32,0.16,0.64,46102.95
sq-nx-sc,0.16,0.64,0.32,19919.05
sq-nx-sc,0.64,0.16,0.16,65728.28
sq-nx-sc,0.16,0.16,0.64,20051.27
sq-nx-sc,0.32,0.64,0.64,48119.07
sq-nx-sc,0.16,0.16,0.32,19886.45
sq-nx-sc,0.64,0.64,0.64,102919.79
sq-nx-sc,0.16,0.64,0.32,19594.78
sq-nx-sc,0.16,0.16,0.64,20254.05
sq-nx-sc,0.16,0.32,0.32,20277.97
sq-nx-sc,0.64,0.16,0.16,65932.26
sq-nx-sc,0.32,0.32,0.16,47663.66
sq-nx-sc,0.16,0.32,0.64,19856.93
sq-nx-sc,0.16,0.16,0.64,20038.33
sq-nx-sc,0.32,0.16,0.32,47098.34
sq-nx-sc,0.16,0.64,0.32,19655.89
sq-nx-sc,0.64,0.64,0.16,69605.47
sq-nx-sc,0.64,0.64,0.32,103145.57
sq-nx-sc,0.32,0.16,0.32,47514.97
sq-nx-sc,0.64,0.32,0.64,105326.44
sq-nx-sc,0.32,0.16,0.32,48247.45
sq-nx-sc,0.16,0.16,0.64,19933.46
sq-nx-sc,0.16,0.64,0.16,19465.57
sq-nx-sc,0.64,0.16,0.64,102978.31
sq-nx-sc,0.64,0.32,0.16,66777.78
sq-nx-sc,0.32,0.32,0.64,46686.88
sq-nx-sc,0.32,0.16,0.64,47461.78
sq-nx-sc,0.64,0.16,0.64,104213.19
sq-nx-sc,0.16,0.64,0.16,19613.4
sq-nx-sc,0.32,0.32,0.32,47237.46
sq-nx-sc,0.32,0.32,0.64,47532.29
sq-nx-sc,0.32,0.64,0.16,47162.49
sq-nx-sc,0.16,0.16,0.64,19809.52
sq-nx-sc,0.32,0.64,0.64,46403.21
sq-nx-sc,0.16,0.16,0.16,19881.77
sq-nx-sc,0.64,0.64,0.16,67216.95
sq-nx-sc,0.32,0.64,0.32,47542.46
sq-nx-sc,0.16,0.64,0.16,20524.94
sq-nx-sc,0.64,0.16,0.64,104571.01
sq-nx-sc,0.16,0.16,0.32,19859.43
sq-nx-sc,0.64,0.32,0.64,103492.49
sq-nx-sc,0.64,0.64,0.64,103614.83
sq-nx-sc,0.16,0.32,0.16,20185.09
sq-nx-sc,0.16,0.32,0.16,19120.57
sq-nx-sc,0.64,0.64,0.32,103856.13
sq-nx-sc,0.16,0.32,0.32,19841.77
sq-nx-sc,0.64,0.16,0.32,103660.76
sq-nx-sc,0.64,0.16,0.32,104517.37
sq-nx-sc,0.64,0.64,0.64,103419.19
sq-nx-sc,0.64,0.32,0.64,103562.09
sq-nx-sc,0.32,0.32,0.16,47890.27
sq-nx-sc,0.32,0.16,0.16,46669.7
sq-nx-sc,0.16,0.16,0.16,20475.79
sq-nx-sc,0.32,0.64,0.64,47536.24
sq-nx-sc,0.16,0.32,0.32,20261.19
sq-nx-sc,0.64,0.32,0.32,106380.21
sq-nx-sc,0.32,0.16,0.32,46401.63
sq-nx-sc,0.16,0.64,0.64,19823.96
sq-nx-sc,0.16,0.64,0.16,19901.91
sq-nx-sc,0.16,0.64,0.64,20194.2
sq-nx-sc,0.64,0.16,0.32,102665.1
sq-nx-sc,0.64,0.64,0.64,105315.73
sq-nx-sc,0.64,0.32,0.16,68192.38
sq-nx-sc,0.16,0.16,0.16,19992.47
sq-nx-sc,0.16,0.16,0.64,20168.99
sq-nx-sc,0.16,0.64,0.32,20139.36
sq-nx-sc,0.64,0.64,0.64,104206.72
sq-nx-sc,0.64,0.32,0.32,104673.92
sq-nx-sc,0.32,0.64,0.16,45789.63
nx-sc-sq-phys-isolated,0.16,0.64,0.16,33398.94
nx-sc-sq-phys-isolated,0.32,0.32,0.16,41317.8
nx-sc-sq-phys-isolated,0.32,0.32,0.16,40511.97
nx-sc-sq-phys-isolated,0.64,0.64,0.16,29292.79
nx-sc-sq-phys-isolated,0.32,0.32,0.32,46850
nx-sc-sq-phys-isolated,0.16,0.64,0.32,48862.4
nx-sc-sq-phys-isolated,0.64,0.16,0.32,20774.67
nx-sc-sq-phys-isolated,0.64,0.16,0.16,20892.02
nx-sc-sq-phys-isolated,0.32,0.64,0.64,82986.53
nx-sc-sq-phys-isolated,0.32,0.16,0.32,22783.8
nx-sc-sq-phys-isolated,0.16,0.32,0.64,57465.61
nx-sc-sq-phys-isolated,0.16,0.16,0.64,26548.63
nx-sc-sq-phys-isolated,0.64,0.32,0.64,48857.88
nx-sc-sq-phys-isolated,0.16,0.64,0.16,29276.92
nx-sc-sq-phys-isolated,0.64,0.64,0.32,27674.24
nx-sc-sq-phys-isolated,0.16,0.32,0.32,26692.74
nx-sc-sq-phys-isolated,0.32,0.16,0.16,20421.7
nx-sc-sq-phys-isolated,0.64,0.16,0.16,21156.32
nx-sc-sq-phys-isolated,0.16,0.32,0.64,27755.92
nx-sc-sq-phys-isolated,0.32,0.16,0.64,21404.47
nx-sc-sq-phys-isolated,0.64,0.32,0.16,42773.1
nx-sc-sq-phys-isolated,0.16,0.64,0.32,45963.67
nx-sc-sq-phys-isolated,0.16,0.64,0.32,45030.31
nx-sc-sq-phys-isolated,0.64,0.32,0.32,48950.94
nx-sc-sq-phys-isolated,0.64,0.32,0.64,48852.31
nx-sc-sq-phys-isolated,0.64,0.32,0.64,60961.21
nx-sc-sq-phys-isolated,0.32,0.64,0.64,59685.78
nx-sc-sq-phys-isolated,0.16,0.16,0.16,39952.1
nx-sc-sq-phys-isolated,0.32,0.16,0.32,5397.37
nx-sc-sq-phys-isolated,0.64,0.16,0.64,39843.53
nx-sc-sq-phys-isolated,0.64,0.64,0.16,38033.37
nx-sc-sq-phys-isolated,0.16,0.32,0.64,32684.72
nx-sc-sq-phys-isolated,0.64,0.16,0.64,18840.69
nx-sc-sq-phys-isolated,0.32,0.32,0.64,59509.42
nx-sc-sq-phys-isolated,0.64,0.16,0.64,27275.01
nx-sc-sq-phys-isolated,0.16,0.32,0.32,28127.09
nx-sc-sq-phys-isolated,0.16,0.16,0.16,28594.17
nx-sc-sq-phys-isolated,0.16,0.64,0.32,28746.94
nx-sc-sq-phys-isolated,0.16,0.16,0.32,20378.76
nx-sc-sq-phys-isolated,0.64,0.64,0.64,146207.12
nx-sc-sq-phys-isolated,0.32,0.64,0.32,54861.78
nx-sc-sq-phys-isolated,0.32,0.64,0.16,41856.06
nx-sc-sq-phys-isolated,0.32,0.32,0.32,59722.43
nx-sc-sq-phys-isolated,0.64,0.32,0.32,56611.74
nx-sc-sq-phys-isolated,0.32,0.16,0.64,20488.81
nx-sc-sq-phys-isolated,0.16,0.16,0.16,22363.89
nx-sc-sq-phys-isolated,0.16,0.64,0.64,27978.46
nx-sc-sq-phys-isolated,0.16,0.32,0.64,30725.35
nx-sc-sq-phys-isolated,0.16,0.16,0.64,31226.38
nx-sc-sq-phys-isolated,0.16,0.32,0.16,28826.68
nx-sc-sq-phys-isolated,0.32,0.32,0.64,15295.65
nx-sc-sq-phys-isolated,0.64,0.16,0.16,29172.43
nx-sc-sq-phys-isolated,0.16,0.64,0.64,26548.39
nx-sc-sq-phys-isolated,0.32,0.32,0.16,35219.48
nx-sc-sq-phys-isolated,0.64,0.32,0.32,54116.34
nx-sc-sq-phys-isolated,0.32,0.16,0.64,24726.89
nx-sc-sq-phys-isolated,0.32,0.16,0.32,26782.67
nx-sc-sq-phys-isolated,0.32,0.32,0.16,22115.04
nx-sc-sq-phys-isolated,0.64,0.64,0.32,91487
nx-sc-sq-phys-isolated,0.16,0.64,0.16,28673.1
nx-sc-sq-phys-isolated,0.32,0.64,0.32,60992.06
nx-sc-sq-phys-isolated,0.64,0.64,0.64,124352.03
nx-sc-sq-phys-isolated,0.16,0.32,0.64,29687.69
nx-sc-sq-phys-isolated,0.32,0.64,0.64,63585.45
nx-sc-sq-phys-isolated,0.16,0.32,0.16,30949.08
nx-sc-sq-phys-isolated,0.64,0.64,0.32,94208.21
nx-sc-sq-phys-isolated,0.64,0.16,0.16,19754.02
nx-sc-sq-phys-isolated,0.16,0.64,0.32,28095.33
nx-sc-sq-phys-isolated,0.64,0.64,0.16,31684.61
nx-sc-sq-phys-isolated,0.32,0.32,0.32,62733.73
nx-sc-sq-phys-isolated,0.32,0.16,0.64,27561.78
nx-sc-sq-phys-isolated,0.64,0.32,0.16,47584.4
nx-sc-sq-phys-isolated,0.64,0.32,0.64,58302.86
nx-sc-sq-phys-isolated,0.32,0.32,0.64,62658.79
nx-sc-sq-phys-isolated,0.16,0.64,0.16,29478.6
nx-sc-sq-phys-isolated,0.32,0.16,0.64,25035.26
nx-sc-sq-phys-isolated,0.32,0.32,0.64,57636.15
nx-sc-sq-phys-isolated,0.16,0.32,0.64,26739.09
nx-sc-sq-phys-isolated,0.64,0.32,0.64,61230.71
nx-sc-sq-phys-isolated,0.64,0.16,0.64,20695.75
nx-sc-sq-phys-isolated,0.64,0.32,0.16,50369.04
nx-sc-sq-phys-isolated,0.32,0.16,0.64,20664.71
nx-sc-sq-phys-isolated,0.32,0.64,0.32,55582.05
nx-sc-sq-phys-isolated,0.32,0.64,0.16,39439.76
nx-sc-sq-phys-isolated,0.64,0.32,0.64,47077.95
nx-sc-sq-phys-isolated,0.32,0.32,0.64,44066.26
nx-sc-sq-phys-isolated,0.32,0.64,0.16,22141.63
nx-sc-sq-phys-isolated,0.16,0.16,0.64,32680.08
nx-sc-sq-phys-isolated,0.64,0.64,0.16,41014.11
nx-sc-sq-phys-isolated,0.32,0.16,0.16,23979.51
nx-sc-sq-phys-isolated,0.32,0.64,0.16,31316.75
nx-sc-sq-phys-isolated,0.16,0.64,0.32,27390.63
nx-sc-sq-phys-isolated,0.64,0.64,0.32,81173.32
nx-sc-sq-phys-isolated,0.16,0.16,0.32,25984.51
nx-sc-sq-phys-isolated,0.32,0.32,0.16,39253.66
nx-sc-sq-phys-isolated,0.16,0.32,0.64,43488.63
nx-sc-sq-phys-isolated,0.64,0.16,0.64,19881.86
nx-sc-sq-phys-isolated,0.32,0.16,0.64,34719.95
nx-sc-sq-phys-isolated,0.64,0.16,0.64,21090.39
nx-sc-sq-phys-isolated,0.64,0.16,0.32,21035.13
nx-sc-sq-phys-isolated,0.64,0.64,0.16,28421.72
