topology,vnf1cpu,vnf2cpu,vnf3cpu,throughput
nx-sc-sq-phys-isolated,0.32,0.32,0.64,63596.65
nx-sc-sq-phys-isolated,0.16,0.32,0.32,57098.69
nx-sc-sq-phys-isolated,0.64,0.16,0.64,25077.32
nx-sc-sq-phys-isolated,0.32,0.16,0.32,28092.69
nx-sc-sq-phys-isolated,0.16,0.32,0.32,28671.63
nx-sc-sq-phys-isolated,0.64,0.64,0.64,128377.55
nx-sc-sq-phys-isolated,0.64,0.64,0.32,71045.85
nx-sc-sq-phys-isolated,0.32,0.16,0.16,20431.7
nx-sc-sq-phys-isolated,0.32,0.32,0.16,43108.14
nx-sc-sq-phys-isolated,0.16,0.64,0.16,27946.53
nx-sc-sq-phys-isolated,0.64,0.32,0.16,50344.81
nx-sc-sq-phys-isolated,0.32,0.32,0.32,51663.33
nx-sc-sq-phys-isolated,0.64,0.32,0.32,49553.27
nx-sc-sq-phys-isolated,0.64,0.64,0.16,28118.46
nx-sc-sq-phys-isolated,0.16,0.64,0.64,29810.13
nx-sc-sq-phys-isolated,0.64,0.64,0.64,16991.63
nx-sc-sq-phys-isolated,0.64,0.64,0.64,139242.08
nx-sc-sq-phys-isolated,0.64,0.64,0.32,102689.08
nx-sc-sq-phys-isolated,0.64,0.16,0.32,19689.86
nx-sc-sq-phys-isolated,0.32,0.64,0.32,64976.76
nx-sc-sq-phys-isolated,0.32,0.32,0.32,52954.02
nx-sc-sq-phys-isolated,0.32,0.16,0.32,27474
nx-sc-sq-phys-isolated,0.16,0.32,0.64,44032.05
nx-sc-sq-phys-isolated,0.64,0.64,0.64,147040.81
nx-sc-sq-phys-isolated,0.64,0.16,0.32,19578.66
nx-sc-sq-phys-isolated,0.16,0.64,0.32,10650.24
nx-sc-sq-phys-isolated,0.16,0.32,0.64,27612.64
nx-sc-sq-phys-isolated,0.64,0.32,0.16,44133.18
nx-sc-sq-phys-isolated,0.64,0.16,0.16,28141.56
nx-sc-sq-phys-isolated,0.16,0.64,0.16,22779.17
nx-sc-sq-phys-isolated,0.32,0.32,0.16,23876.78
nx-sc-sq-phys-isolated,0.32,0.32,0.64,63866.75
nx-sc-sq-phys-isolated,0.32,0.32,0.16,35665.42
nx-sc-sq-phys-isolated,0.16,0.64,0.64,28393.01
nx-sc-sq-phys-isolated,0.64,0.32,0.32,48471.87
nx-sc-sq-phys-isolated,0.64,0.16,0.16,21246.38
nx-sc-sq-phys-isolated,0.64,0.16,0.32,26960.07
nx-sc-sq-phys-isolated,0.16,0.32,0.16,28988.72
nx-sc-sq-phys-isolated,0.64,0.32,0.16,40030.11
nx-sc-sq-phys-isolated,0.64,0.64,0.16,30363.58
nx-sc-sq-phys-isolated,0.16,0.64,0.16,21289.63
nx-sc-sq-phys-isolated,0.32,0.16,0.32,30398.96
nx-sc-sq-phys-isolated,0.64,0.64,0.64,28828.6
nx-sc-sq-phys-isolated,0.16,0.16,0.32,28209.81
nx-sc-sq-phys-isolated,0.64,0.16,0.32,21611.28
nx-sc-sq-phys-isolated,0.32,0.32,0.32,50369.41
nx-sc-sq-phys-isolated,0.64,0.64,0.32,59392.45
nx-sc-sq-phys-isolated,0.64,0.32,0.32,47229.04
nx-sc-sq-phys-isolated,0.16,0.64,0.16,30532.78
nx-sc-sq-phys-isolated,0.32,0.64,0.32,68921.27
nx-sc-sq-phys-isolated,0.16,0.16,0.64,25729.13
nx-sc-sq-phys-isolated,0.16,0.32,0.16,36882.29
nx-sc-sq-phys-isolated,0.16,0.16,0.16,30686.8
nx-sc-sq-phys-isolated,0.32,0.64,0.16,22300.9
nx-sc-sq-phys-isolated,0.16,0.32,0.32,45640.65
nx-sc-sq-phys-isolated,0.32,0.16,0.64,20785.94
nx-sc-sq-phys-isolated,0.16,0.16,0.64,25842.97
nx-sc-sq-phys-isolated,0.16,0.32,0.64,29463.73
nx-sc-sq-phys-isolated,0.16,0.16,0.16,26616.01
nx-sc-sq-phys-isolated,0.16,0.64,0.32,29646.08
nx-sc-sq-phys-isolated,0.64,0.64,0.16,29712.34
nx-sc-sq-phys-isolated,0.16,0.16,0.32,28828.23
nx-sc-sq-phys-isolated,0.32,0.64,0.64,61997.69
nx-sc-sq-phys-isolated,0.16,0.64,0.64,27835.3
nx-sc-sq-phys-isolated,0.16,0.64,0.64,42031.67
nx-sc-sq-phys-isolated,0.64,0.32,0.16,45922.23
nx-sc-sq-phys-isolated,0.16,0.64,0.32,28558.21
nx-sc-sq-phys-isolated,0.16,0.64,0.64,39637.27
nx-sc-sq-phys-isolated,0.64,0.16,0.32,25714.74
nx-sc-sq-phys-isolated,0.16,0.16,0.64,27115.15
nx-sc-sq-phys-isolated,0.16,0.16,0.32,29103.69
nx-sc-sq-phys-isolated,0.32,0.64,0.64,89070.75
nx-sc-sq-phys-isolated,0.32,0.64,0.16,28346.44
nx-sc-sq-phys-isolated,0.16,0.32,0.32,27372
nx-sc-sq-phys-isolated,0.16,0.64,0.32,27983.44
nx-sc-sq-phys-isolated,0.16,0.64,0.16,42266.52
nx-sc-sq-phys-isolated,0.16,0.16,0.64,22669.99
nx-sc-sq-phys-isolated,0.64,0.64,0.16,21547.64
nx-sc-sq-phys-isolated,0.16,0.32,0.16,28053.74
nx-sc-sq-phys-isolated,0.64,0.16,0.64,19906.48
nx-sc-sq-phys-isolated,0.32,0.64,0.64,43414.38
nx-sc-sq-phys-isolated,0.32,0.32,0.32,60127.26
nx-sc-sq-phys-isolated,0.16,0.16,0.64,20318.4
nx-sc-sq-phys-isolated,0.32,0.64,0.16,29055.68
nx-sc-sq-phys-isolated,0.32,0.16,0.64,25675.41
nx-sc-sq-phys-isolated,0.32,0.16,0.16,19301.96
nx-sc-sq-phys-isolated,0.64,0.32,0.32,53444.86
nx-sc-sq-phys-isolated,0.64,0.32,0.64,64720.49
nx-sc-sq-phys-isolated,0.16,0.32,0.32,28477.42
nx-sc-sq-phys-isolated,0.32,0.64,0.64,91629.02
nx-sc-sq-phys-isolated,0.64,0.16,0.32,26537.57
nx-sc-sq-phys-isolated,0.32,0.32,0.16,29384.07
nx-sc-sq-phys-isolated,0.32,0.16,0.16,20652.07
nx-sc-sq-phys-isolated,0.64,0.64,0.32,68553.59
nx-sc-sq-phys-isolated,0.32,0.16,0.16,27826.76
nx-sc-sq-phys-isolated,0.32,0.64,0.32,61826.52
nx-sc-sq-phys-isolated,0.64,0.32,0.16,32080.36
nx-sc-sq-phys-isolated,0.16,0.16,0.16,23419.65
nx-sc-sq-phys-isolated,0.32,0.64,0.16,39491.18
nx-sc-sq-phys-isolated,0.32,0.16,0.16,21069.09
nx-sc-sq-phys-isolated,0.16,0.16,0.32,26276.3
nx-sc-sq-phys-isolated,0.32,0.32,0.64,59787.15
nx-sc-sq-phys-isolated,0.32,0.16,0.16,25776.52
nx-sc-sq-phys-isolated,0.32,0.32,0.32,60825.08
nx-sc-sq-phys-isolated,0.16,0.32,0.16,30330.52
nx-sc-sq-phys-isolated,0.64,0.64,0.64,128690.4
nx-sc-sq-phys-isolated,0.64,0.64,0.16,38378.73
nx-sc-sq-phys-isolated,0.64,0.32,0.32,60968.3
nx-sc-sq-phys-isolated,0.32,0.32,0.64,41788.88
nx-sc-sq-phys-isolated,0.64,0.32,0.64,51906.56
nx-sc-sq-phys-isolated,0.32,0.64,0.32,44588.88
nx-sc-sq-phys-isolated,0.32,0.64,0.16,28813.97
nx-sc-sq-phys-isolated,0.32,0.64,0.32,35197.63
nx-sc-sq-phys-isolated,0.32,0.16,0.64,31507.56
nx-sc-sq-phys-isolated,0.64,0.16,0.16,20976.07
nx-sc-sq-phys-isolated,0.64,0.64,0.32,84086.97
nx-sc-sq-phys-isolated,0.16,0.32,0.32,27869.66
nx-sc-sq-phys-isolated,0.16,0.16,0.64,27465.2
nx-sc-sq-phys-isolated,0.32,0.32,0.16,38722.56
nx-sc-sq-phys-isolated,0.64,0.64,0.64,112808.9
nx-sc-sq-phys-isolated,0.64,0.16,0.16,28458.51
nx-sc-sq-phys-isolated,0.64,0.16,0.16,25850.35
nx-sc-sq-phys-isolated,0.16,0.32,0.16,36636.55
nx-sc-sq-phys-isolated,0.64,0.16,0.32,29672.09
nx-sc-sq-phys-isolated,0.16,0.16,0.16,19939.8
nx-sc-sq-phys-isolated,0.16,0.32,0.32,28169.91
nx-sc-sq-phys-isolated,0.16,0.32,0.16,25801.56
nx-sc-sq-phys-isolated,0.16,0.16,0.32,26441.21
nx-sc-sq-phys-isolated,0.16,0.32,0.16,22333.3
nx-sc-sq-phys-isolated,0.32,0.64,0.16,31316.5
nx-sc-sq-phys-isolated,0.16,0.16,0.16,24924.01
nx-sc-sq-phys-isolated,0.64,0.16,0.16,28772.96
nx-sc-sq-phys-isolated,0.32,0.64,0.32,70884.67
nx-sc-sq-phys-isolated,0.64,0.32,0.32,59354.03
nx-sc-sq-phys-isolated,0.32,0.16,0.16,20049.78
nx-sc-sq-phys-isolated,0.32,0.16,0.32,31131.66
nx-sc-sq-phys-isolated,0.16,0.16,0.64,19671.25
nx-sc-sq-phys-isolated,0.32,0.64,0.64,76473.82
nx-sc-sq-phys-isolated,0.16,0.64,0.64,47738.59
nx-sc-sq-phys-isolated,0.32,0.16,0.16,24134.59
nx-sc-sq-phys-isolated,0.64,0.64,0.32,71841.36
nx-sc-sq-phys-isolated,0.16,0.64,0.64,28402.66
nx-sc-sq-phys-isolated,0.16,0.16,0.16,26488.87
nx-sc-sq-phys-isolated,0.16,0.16,0.32,19272.57
nx-sc-sq-phys-isolated,0.64,0.32,0.32,61566.26
nx-sc-sq-phys-isolated,0.32,0.64,0.32,69819.37
nx-sc-sq-phys-isolated,0.32,0.16,0.32,20250.68
nx-sc-sq-phys-isolated,0.32,0.64,0.64,64774.59
nx-sc-sq-phys-isolated,0.32,0.32,0.32,59205.29
nx-sc-sq-phys-isolated,0.64,0.32,0.64,56971.27
nx-sc-sq-phys-isolated,0.32,0.16,0.32,20681.2
nx-sc-sq-phys-isolated,0.16,0.64,0.16,27055.56
nx-sc-sq-phys-isolated,0.32,0.32,0.32,60822.79
nx-sc-sq-phys-isolated,0.64,0.32,0.16,31688.07
nx-sc-sq-phys-isolated,0.64,0.32,0.16,20614.13
nx-sc-sq-phys-isolated,0.16,0.16,0.16,26915.7
nx-sc-sq-phys-isolated,0.64,0.32,0.64,49933.93
nx-sc-sq-phys-isolated,0.16,0.32,0.16,39737.62
nx-sc-sq-phys-isolated,0.16,0.64,0.64,27578.41
nx-sc-sq-phys-isolated,0.64,0.16,0.32,31451.86
nx-sc-sq-phys-isolated,0.16,0.16,0.32,26646.73
nx-sc-sq-phys-isolated,0.32,0.16,0.32,28280.18
nx-sc-sq-phys-isolated,0.16,0.32,0.32,43790.35
nx-sc-sq-phys-isolated,0.16,0.16,0.32,22896.65
nx-sc-sq-phys-isolated,0.64,0.16,0.64,25690.84
nx-sc-sq-phys-isolated,0.64,0.16,0.64,27929.07
nx-sc-sq-phys-isolated,0.32,0.32,0.64,57649.65
nx-sc-sq-phys-isolated,0.32,0.64,0.64,60908.01
nx-sc-sq-phys-isolated,0.64,0.64,0.64,123793.73
sc-sq-nx-phys-isolated,0.32,0.16,0.16,45848.45
sc-sq-nx-phys-isolated,0.16,0.32,0.32,39404.51
sc-sq-nx-phys-isolated,0.64,0.64,0.16,44508.29
sc-sq-nx-phys-isolated,0.16,0.64,0.32,39302.24
sc-sq-nx-phys-isolated,0.64,0.64,0.32,86963.6
sc-sq-nx-phys-isolated,0.64,0.64,0.16,22662.85
sc-sq-nx-phys-isolated,0.32,0.64,0.32,77292.61
sc-sq-nx-phys-isolated,0.16,0.16,0.32,37334.23
sc-sq-nx-phys-isolated,0.32,0.64,0.32,87157.29
sc-sq-nx-phys-isolated,0.16,0.16,0.64,18240.02
sc-sq-nx-phys-isolated,0.64,0.16,0.64,27995.24
sc-sq-nx-phys-isolated,0.32,0.32,0.64,83667.26
sc-sq-nx-phys-isolated,0.64,0.64,0.32,87257.92
sc-sq-nx-phys-isolated,0.16,0.32,0.32,37020.49
sc-sq-nx-phys-isolated,0.64,0.32,0.16,26302.93
sc-sq-nx-phys-isolated,0.16,0.32,0.32,49749.43
sc-sq-nx-phys-isolated,0.32,0.64,0.64,82393.68
sc-sq-nx-phys-isolated,0.64,0.32,0.16,44631.11
sc-sq-nx-phys-isolated,0.16,0.32,0.16,36657.63
sc-sq-nx-phys-isolated,0.16,0.64,0.32,39196.22
sc-sq-nx-phys-isolated,0.16,0.64,0.64,37415.91
sc-sq-nx-phys-isolated,0.64,0.32,0.32,67510.83
sc-sq-nx-phys-isolated,0.32,0.16,0.32,30903.04
sc-sq-nx-phys-isolated,0.16,0.16,0.16,36869.49
sc-sq-nx-phys-isolated,0.32,0.64,0.64,88072.28
sc-sq-nx-phys-isolated,0.16,0.16,0.64,43661.53
sc-sq-nx-phys-isolated,0.16,0.64,0.64,37609.24
sc-sq-nx-phys-isolated,0.16,0.32,0.64,36769.7
sc-sq-nx-phys-isolated,0.64,0.16,0.16,27599.86
sc-sq-nx-phys-isolated,0.64,0.32,0.64,79972.3
sc-sq-nx-phys-isolated,0.16,0.32,0.64,42337.83
sc-sq-nx-phys-isolated,0.16,0.16,0.64,44353.61
sc-sq-nx-phys-isolated,0.32,0.16,0.16,20722.2
sc-sq-nx-phys-isolated,0.32,0.64,0.32,68030.36
sc-sq-nx-phys-isolated,0.64,0.32,0.64,76908.89
sc-sq-nx-phys-isolated,0.64,0.64,0.32,88138.29
sc-sq-nx-phys-isolated,0.16,0.64,0.32,42941.72
sc-sq-nx-phys-isolated,0.16,0.32,0.16,35646.07
sc-sq-nx-phys-isolated,0.16,0.64,0.16,42331.25
sc-sq-nx-phys-isolated,0.64,0.16,0.16,34582.64
sc-sq-nx-phys-isolated,0.64,0.64,0.64,148168.62
sc-sq-nx-phys-isolated,0.16,0.32,0.32,38742.4
sc-sq-nx-phys-isolated,0.64,0.32,0.16,38879.04
sc-sq-nx-phys-isolated,0.32,0.64,0.64,95117.78
sc-sq-nx-phys-isolated,0.64,0.16,0.32,35278.29
sc-sq-nx-phys-isolated,0.64,0.16,0.16,34912.39
sc-sq-nx-phys-isolated,0.64,0.64,0.32,91984.26
sc-sq-nx-phys-isolated,0.16,0.16,0.64,36812.96
sc-sq-nx-phys-isolated,0.16,0.64,0.32,34421.72
sc-sq-nx-phys-isolated,0.32,0.16,0.64,34004.47
sc-sq-nx-phys-isolated,0.32,0.32,0.16,39303.61
sc-sq-nx-phys-isolated,0.32,0.32,0.32,76503.58
sc-sq-nx-phys-isolated,0.32,0.64,0.64,83676.66
sc-sq-nx-phys-isolated,0.32,0.64,0.32,71145.6
sc-sq-nx-phys-isolated,0.32,0.16,0.16,40089.83
sc-sq-nx-phys-isolated,0.32,0.32,0.64,77858.34
sc-sq-nx-phys-isolated,0.16,0.64,0.16,39930.23
sc-sq-nx-phys-isolated,0.64,0.32,0.32,74916.7
sc-sq-nx-phys-isolated,0.16,0.16,0.32,42421.23
sc-sq-nx-phys-isolated,0.32,0.32,0.16,47110.57
sc-sq-nx-phys-isolated,0.64,0.16,0.64,26407.25
sc-sq-nx-phys-isolated,0.64,0.16,0.32,39547.07
sc-sq-nx-phys-isolated,0.64,0.16,0.16,36603.4
sc-sq-nx-phys-isolated,0.16,0.16,0.64,39787.27
sc-sq-nx-phys-isolated,0.32,0.16,0.64,35946.71
sc-sq-nx-phys-isolated,0.32,0.32,0.16,20228.04
sc-sq-nx-phys-isolated,0.32,0.32,0.32,87700.16
sc-sq-nx-phys-isolated,0.64,0.64,0.64,153664.48
sc-sq-nx-phys-isolated,0.64,0.64,0.16,46072.6
sc-sq-nx-phys-isolated,0.16,0.32,0.64,39210.04
sc-sq-nx-phys-isolated,0.32,0.64,0.16,27756.38
sc-sq-nx-phys-isolated,0.32,0.32,0.64,80014.56
sc-sq-nx-phys-isolated,0.32,0.64,0.16,19579.31
sc-sq-nx-phys-isolated,0.16,0.16,0.16,42724.05
sc-sq-nx-phys-isolated,0.16,0.32,0.64,36252.74
sc-sq-nx-phys-isolated,0.64,0.32,0.64,66921.05
sc-sq-nx-phys-isolated,0.16,0.64,0.64,34699.26
sc-sq-nx-phys-isolated,0.16,0.32,0.32,31791.07
sc-sq-nx-phys-isolated,0.32,0.64,0.64,85625.45
sc-sq-nx-phys-isolated,0.16,0.64,0.16,37697.39
sc-sq-nx-phys-isolated,0.64,0.16,0.32,28668.65
sc-sq-nx-phys-isolated,0.32,0.64,0.16,44876.25
sc-sq-nx-phys-isolated,0.16,0.32,0.16,34262.8
sc-sq-nx-phys-isolated,0.16,0.32,0.32,35434.54
sc-sq-nx-phys-isolated,0.32,0.16,0.16,37604.3
sc-sq-nx-phys-isolated,0.16,0.16,0.64,36141.42
sc-sq-nx-phys-isolated,0.64,0.16,0.16,34751.59
sc-sq-nx-phys-isolated,0.32,0.16,0.64,31455.63
sc-sq-nx-phys-isolated,0.16,0.16,0.16,42643.81
sc-sq-nx-phys-isolated,0.16,0.64,0.32,37560.45
sc-sq-nx-phys-isolated,0.16,0.16,0.64,34321.82
sc-sq-nx-phys-isolated,0.16,0.64,0.32,34090.22
sc-sq-nx-phys-isolated,0.64,0.16,0.64,34758.3
sc-sq-nx-phys-isolated,0.64,0.16,0.16,26764.89
sc-sq-nx-phys-isolated,0.16,0.64,0.64,41625.58
sc-sq-nx-phys-isolated,0.64,0.32,0.32,49267.96
sc-sq-nx-phys-isolated,0.32,0.16,0.16,34515.4
sc-sq-nx-phys-isolated,0.64,0.32,0.64,89158.44
sc-sq-nx-phys-isolated,0.64,0.64,0.16,45474.4
sc-sq-nx-phys-isolated,0.16,0.64,0.16,35968.87
sc-sq-nx-phys-isolated,0.64,0.32,0.64,81055.1
sc-sq-nx-phys-isolated,0.64,0.64,0.16,42196.3
sc-sq-nx-phys-isolated,0.16,0.32,0.32,38594.94
sc-sq-nx-phys-isolated,0.32,0.32,0.64,72399.34
sc-sq-nx-phys-isolated,0.32,0.16,0.16,33255.62
sc-sq-nx-phys-isolated,0.16,0.16,0.16,31960.44
sc-sq-nx-phys-isolated,0.16,0.64,0.32,40800.5
sc-sq-nx-phys-isolated,0.16,0.64,0.32,35761.58
sc-sq-nx-phys-isolated,0.16,0.16,0.16,40316.29
sc-sq-nx-phys-isolated,0.16,0.32,0.16,42368.07
sc-sq-nx-phys-isolated,0.16,0.16,0.32,35955.8
sc-sq-nx-phys-isolated,0.16,0.64,0.16,20721.17
sc-sq-nx-phys-isolated,0.64,0.16,0.16,40325.55
sc-sq-nx-phys-isolated,0.32,0.64,0.16,20090.54
sc-sq-nx-phys-isolated,0.16,0.16,0.64,35205.51
sc-sq-nx-phys-isolated,0.64,0.64,0.64,152427.49
sc-sq-nx-phys-isolated,0.16,0.64,0.64,39299.51
sc-sq-nx-phys-isolated,0.64,0.64,0.64,149111.83
sc-sq-nx-phys-isolated,0.64,0.16,0.64,36176.96
sc-sq-nx-phys-isolated,0.64,0.32,0.16,43342.6
sc-sq-nx-phys-isolated,0.64,0.16,0.16,37894.02
sc-sq-nx-phys-isolated,0.16,0.64,0.16,34534.27
sc-sq-nx-phys-isolated,0.64,0.64,0.32,87019.18
sc-sq-nx-phys-isolated,0.64,0.64,0.16,8164.33
sc-sq-nx-phys-isolated,0.64,0.32,0.32,46749.68
sc-sq-nx-phys-isolated,0.64,0.16,0.32,36006.07
sc-sq-nx-phys-isolated,0.16,0.32,0.32,38419.82
sc-sq-nx-phys-isolated,0.64,0.16,0.64,28178.33
sc-sq-nx-phys-isolated,0.32,0.16,0.32,33417.31
sc-sq-nx-phys-isolated,0.64,0.32,0.64,67612.62
sc-sq-nx-phys-isolated,0.64,0.16,0.32,37269.15
sc-sq-nx-phys-isolated,0.32,0.64,0.64,79871.21
sc-sq-nx-phys-isolated,0.16,0.16,0.32,33898.34
sc-sq-nx-phys-isolated,0.64,0.64,0.16,39072.84
sc-sq-nx-phys-isolated,0.16,0.32,0.16,22849.33
sc-sq-nx-phys-isolated,0.32,0.16,0.64,41413.08
sc-sq-nx-phys-isolated,0.16,0.32,0.16,36930.83
sc-sq-nx-phys-isolated,0.16,0.64,0.64,39986.96
sc-sq-nx-phys-isolated,0.64,0.64,0.64,104305.39
sc-sq-nx-phys-isolated,0.32,0.64,0.16,30358.83
sc-sq-nx-phys-isolated,0.16,0.32,0.32,36461.12
sc-sq-nx-phys-isolated,0.32,0.32,0.16,31031.92
sc-sq-nx-phys-isolated,0.32,0.32,0.64,84280.25
sc-sq-nx-phys-isolated,0.64,0.32,0.64,70332.62
sc-sq-nx-phys-isolated,0.32,0.64,0.32,86890.51
sc-sq-nx-phys-isolated,0.32,0.32,0.16,25452.41
sc-sq-nx-phys-isolated,0.16,0.64,0.16,35786.85
sc-sq-nx-phys-isolated,0.32,0.32,0.32,32284.27
sc-sq-nx-phys-isolated,0.64,0.16,0.32,26174.86
sc-sq-nx-phys-isolated,0.64,0.32,0.32,82071.86
sc-sq-nx-phys-isolated,0.32,0.32,0.64,86140.74
sc-sq-nx-phys-isolated,0.64,0.32,0.32,51513
sc-sq-nx-phys-isolated,0.64,0.64,0.64,158580.05
sc-sq-nx-phys-isolated,0.16,0.16,0.32,34480.91
sc-sq-nx-phys-isolated,0.16,0.16,0.32,41186.45
sc-sq-nx-phys-isolated,0.32,0.16,0.64,31890.9
sc-sq-nx-phys-isolated,0.16,0.32,0.64,34892.68
sc-sq-nx-phys-isolated,0.64,0.16,0.32,31316.86
sc-sq-nx-phys-isolated,0.64,0.32,0.32,76223.18
sc-sq-nx-phys-isolated,0.16,0.32,0.16,19782.49
sc-sq-nx-phys-isolated,0.16,0.32,0.64,37247.64
sc-sq-nx-phys-isolated,0.32,0.16,0.32,37557.61
sc-sq-nx-phys-isolated,0.16,0.64,0.16,38771.45
sc-sq-nx-phys-isolated,0.32,0.16,0.32,34193.86
sc-sq-nx-phys-isolated,0.32,0.16,0.16,27450.04
sc-sq-nx-phys-isolated,0.16,0.64,0.64,36538.98
sc-sq-nx-phys-isolated,0.64,0.32,0.32,70787.01
sc-sq-nx-phys-isolated,0.32,0.64,0.64,88597.39
sc-sq-nx-phys-isolated,0.16,0.16,0.32,36416.59
sc-sq-nx-phys-isolated,0.16,0.32,0.64,39666.98
sc-sq-nx-phys-isolated,0.32,0.16,0.64,43064.89
sc-sq-nx-phys-isolated,0.64,0.32,0.32,90567.68
sc-sq-nx-phys-isolated,0.32,0.32,0.64,95425.95
sc-sq-nx-phys-isolated,0.64,0.32,0.16,47972.79
sc-sq-nx-phys-isolated,0.16,0.16,0.16,35985.57
sc-sq-nx-phys-isolated,0.64,0.64,0.64,42269.12
sc-sq-nx-phys-isolated,0.32,0.64,0.32,51200.35
sc-sq-nx-phys-isolated,0.64,0.16,0.64,38026.04
sc-sq-nx-phys-isolated,0.16,0.32,0.64,13073.32
sc-sq-nx-phys-isolated,0.32,0.32,0.32,65807.91
sc-sq-nx-phys-isolated,0.64,0.64,0.64,162060.31
sc-sq-nx-phys-isolated,0.64,0.32,0.16,22128.33
sc-sq-nx-phys-isolated,0.32,0.64,0.32,77956.04
sc-sq-nx-phys-isolated,0.64,0.32,0.16,47452.79
sc-sq-nx-phys-isolated,0.32,0.16,0.32,40618.97
sc-sq-nx-phys-isolated,0.32,0.32,0.16,36973.52
sc-sq-nx-phys-isolated,0.32,0.16,0.16,23018.12
sc-sq-nx-phys-isolated,0.64,0.32,0.64,71855.04
sc-sq-nx-phys-isolated,0.64,0.64,0.16,38979.56
sc-sq-nx-phys-isolated,0.16,0.64,0.16,40096.76
sc-sq-nx-phys-isolated,0.64,0.64,0.16,45279.56
sc-sq-nx-phys-isolated,0.64,0.32,0.64,68997.06
sc-sq-nx-phys-isolated,0.16,0.32,0.64,12517.37
sc-sq-nx-phys-isolated,0.32,0.16,0.64,31883.12
sc-sq-nx-phys-isolated,0.64,0.64,0.64,162272.92
sc-sq-nx-phys-isolated,0.32,0.32,0.16,41917.78
sc-sq-nx-phys-isolated,0.64,0.64,0.32,46971.68
sc-sq-nx-phys-isolated,0.16,0.32,0.16,36695.07
sc-sq-nx-phys-isolated,0.16,0.16,0.32,39540.32
sc-sq-nx-phys-isolated,0.32,0.16,0.64,39775.38
sc-sq-nx-phys-isolated,0.16,0.16,0.16,37591.65
sc-sq-nx-phys-isolated,0.16,0.32,0.16,19435.85
sc-sq-nx-phys-isolated,0.32,0.16,0.32,33742.75
sc-sq-nx-phys-isolated,0.16,0.32,0.16,40072.52
sc-sq-nx-phys-isolated,0.64,0.16,0.16,31032.46
sc-sq-nx-phys-isolated,0.16,0.16,0.32,35455.03
sc-sq-nx-phys-isolated,0.16,0.16,0.16,36063.81
sc-sq-nx-phys-isolated,0.32,0.32,0.64,93799.6
sc-sq-nx-phys-isolated,0.64,0.64,0.64,164831.32
sc-sq-nx-phys-isolated,0.32,0.32,0.32,79748.71
sc-sq-nx-phys-isolated,0.64,0.64,0.32,87647.95
sc-sq-nx-phys-isolated,0.32,0.64,0.32,46900.11
sc-sq-nx-phys-isolated,0.32,0.64,0.64,84530.65
sc-sq-nx-phys-isolated,0.32,0.16,0.32,29345.62
sc-sq-nx-phys-isolated,0.32,0.32,0.64,86479.22
sc-sq-nx-phys-isolated,0.64,0.64,0.32,93248.08
sc-sq-nx-phys-isolated,0.64,0.64,0.32,82672.43
sc-sq-nx-phys-isolated,0.32,0.32,0.32,85534.93
sc-sq-nx-phys-isolated,0.16,0.64,0.64,36278.66
sc-sq-nx-phys-isolated,0.32,0.32,0.16,19520.02
sc-sq-nx-phys-isolated,0.64,0.16,0.32,30278.22
sc-sq-nx-phys-isolated,0.16,0.64,0.32,44912.98
sc-sq-nx-phys-isolated,0.32,0.16,0.32,37340.05
sc-sq-nx-phys-isolated,0.32,0.64,0.16,27170.97
sc-sq-nx-phys-isolated,0.16,0.64,0.64,35438.68
sc-sq-nx-phys-isolated,0.32,0.32,0.16,28236.88
sc-sq-nx-phys-isolated,0.64,0.16,0.64,29261.51
sc-sq-nx-phys-isolated,0.32,0.64,0.64,87018.83
sc-sq-nx-phys-isolated,0.32,0.64,0.16,19712.38
sc-sq-nx-phys-isolated,0.16,0.64,0.32,34542.73
sc-sq-nx-phys-isolated,0.64,0.16,0.64,38579.72
sc-sq-nx-phys-isolated,0.64,0.64,0.32,48028.88
sc-sq-nx-phys-isolated,0.32,0.32,0.32,52348.33
sc-sq-nx-phys-isolated,0.64,0.32,0.16,26509.06
sc-sq-nx-phys-isolated,0.16,0.64,0.16,19701.16
sc-sq-nx-phys-isolated,0.32,0.64,0.16,46552.87
sc-sq-nx-phys-isolated,0.16,0.16,0.16,19566.17
sc-sq-nx-phys-isolated,0.32,0.16,0.16,28117.67
sc-sq-nx-phys-isolated,0.32,0.16,0.32,37284.49
sc-sq-nx-phys-isolated,0.16,0.16,0.32,40796.72
sc-sq-nx-phys-isolated,0.16,0.32,0.64,34470.6
sc-sq-nx-phys-isolated,0.32,0.32,0.32,79124.15
sc-sq-nx-phys-isolated,0.64,0.32,0.16,19802
sc-sq-nx-phys-isolated,0.16,0.16,0.16,40075.27
sc-sq-nx-phys-isolated,0.32,0.16,0.16,34523.27
sc-sq-nx-phys-isolated,0.64,0.64,0.16,46063.81
sc-sq-nx-phys-isolated,0.32,0.32,0.32,48622.51
sc-sq-nx-phys-isolated,0.64,0.16,0.16,33692.63
sc-sq-nx-phys-isolated,0.64,0.32,0.32,73146.92
sc-sq-nx-phys-isolated,0.32,0.64,0.16,39917.96
sc-sq-nx-phys-isolated,0.16,0.16,0.64,35775.29
sc-sq-nx-phys-isolated,0.64,0.16,0.32,39528
sc-sq-nx-phys-isolated,0.32,0.16,0.64,36477
sc-sq-nx-phys-isolated,0.32,0.16,0.32,38483.06
