,CPU,throughput
511,0.7,2109.41
512,0.7,2059.53
513,0.7,2089.07
514,0.7,2137.76
515,0.7,2115.16
516,0.7,2095.3
517,0.7,2124.24
518,0.7,2017.74
519,0.7,2158.58
520,0.7,2115.66
521,0.7,2193.52
522,0.7,2082.61
523,0.7,2142.15
524,0.7,2074.13
525,0.7,2115.82
526,0.7,2082.67
527,0.7,2123.2
528,0.7,2166.74
529,0.7,2158.21
530,0.7,2125.97
531,0.7,2156.76
532,0.7,2158.69
533,0.7,2140.31
534,0.7,2135.51
535,0.7,2129.04
536,0.7,2031.23
537,0.7,2119.89
538,0.7,2135.11
539,0.7,2178.75
540,0.7,2188.23
541,0.7,2123.62
542,0.7,2123.84
543,0.7,2140.04
544,0.7,2130.89
545,0.7,2065.15
546,0.7,2114.23
547,0.7,2113.98
548,0.7,2137.4
549,0.7,2105.32
550,0.7,2166.53
551,0.7,2117.11
552,0.7,2123.36
553,0.7,2136.18
554,0.7,2124.41
555,0.7,2129.84
556,0.7,2082.69
557,0.7,2127.45
558,0.7,2026.21
559,0.7,2167.0
560,0.8,2118.32
561,0.8,2152.61
562,0.8,2142.25
563,0.8,2002.06
564,0.8,2122.94
565,0.8,2145.05
566,0.8,2113.81
567,0.8,2142.41
568,0.8,2160.71
569,0.8,2130.59
570,0.8,2154.87
571,0.8,2162.11
572,0.8,2078.82
573,0.8,2071.01
574,0.8,1957.74
575,0.8,2160.02
576,0.8,2143.09
577,0.8,2097.01
578,0.8,2128.93
579,0.8,2109.84
580,0.8,2109.08
581,0.8,2167.46
582,0.8,2059.12
583,0.8,2088.87
584,0.8,2118.29
585,0.8,2077.16
586,0.8,2177.49
587,0.8,2130.97
588,0.8,2130.25
589,0.8,2089.13
590,0.8,2087.77
591,0.8,2112.76
592,0.8,2118.32
593,0.8,2051.84
594,0.8,2063.05
595,0.8,2156.47
596,0.8,2079.08
597,0.8,2172.99
598,0.8,2118.78
599,0.8,2020.6
600,0.8,2154.69
601,0.8,2170.32
602,0.8,2143.23
603,0.8,2157.31
604,0.8,2150.22
605,0.8,2083.29
606,0.8,2086.55
607,0.8,2041.16
608,0.8,2131.97
609,0.8,2110.4
610,0.8,2172.78
611,0.8,2183.82
612,0.8,2166.07
613,0.8,2105.0
614,0.8,2121.17
615,0.8,2117.01
616,0.8,2174.1
617,0.8,2147.09
618,0.8,2119.9
619,0.8,2139.56
620,0.8,2158.26
621,0.8,2066.54
622,0.8,2127.53
623,0.8,2104.2
624,0.8,2133.2
625,0.8,2128.68
626,0.8,2129.06
627,0.8,2119.36
628,0.8,2129.21
629,0.8,2128.86
630,0.8,2042.96
631,0.8,2150.49
632,0.8,2059.27
633,0.8,2129.42
634,0.8,2155.25
635,0.8,2118.86
636,0.8,2134.44
637,0.8,2157.94
638,0.8,2141.67
639,0.8,2135.5
640,0.9,2145.45
641,0.9,2177.37
642,0.9,2032.24
643,0.9,2083.96
644,0.9,2044.28
645,0.9,2105.76
646,0.9,2075.35
647,0.9,2116.03
648,0.9,2134.53
649,0.9,2119.42
650,0.9,2148.18
651,0.9,2117.33
652,0.9,2046.9
653,0.9,2114.59
654,0.9,2108.56
655,0.9,2046.26
656,0.9,2143.16
657,0.9,2108.86
658,0.9,2161.3
659,0.9,2104.72
660,0.9,2024.13
661,0.9,2082.17
662,0.9,2107.95
663,0.9,2096.74
664,0.9,2151.72
665,0.9,2126.08
666,0.9,2050.59
667,0.9,2103.81
668,0.9,2022.94
669,0.9,2174.63
670,0.9,2077.36
671,0.9,2035.39
672,0.9,2085.36
673,0.9,2110.17
674,0.9,2117.44
675,0.9,2085.04
676,0.9,2128.82
677,0.9,2127.53
678,0.9,2111.95
679,0.9,2133.2
680,0.9,2108.33
681,0.9,2153.35
682,0.9,2095.94
683,0.9,2095.65
684,0.9,2146.09
685,0.9,2063.94
686,0.9,2090.26
687,0.9,2153.2
688,0.9,2095.47
689,0.9,2163.76
690,0.9,2116.25
691,0.9,2089.65
692,0.9,2185.75
693,0.9,2137.66
694,0.9,2100.39
695,0.9,2180.66
696,0.9,2043.29
697,0.9,2162.99
698,0.9,2123.63
699,0.9,2117.1
700,0.9,2139.25
701,0.9,2158.33
702,0.9,2096.77
703,0.9,2151.92
704,0.9,2098.91
705,0.9,2136.76
706,0.9,2145.47
707,0.9,2088.69
708,0.9,2095.01
709,0.9,2139.52
710,0.9,2162.34
711,0.9,2122.5
712,0.9,2149.36
713,0.9,2118.29
714,0.9,2122.57
715,0.9,2132.14
716,0.9,2097.39
717,0.9,2113.77
718,0.9,2166.68
719,0.9,2145.09
720,1.0,2094.94
721,1.0,2116.76
722,1.0,2163.87
723,1.0,2179.46
724,1.0,2062.89
725,1.0,1992.61
726,1.0,2162.06
727,1.0,2077.26
728,1.0,2103.52
729,1.0,2082.11
730,1.0,2130.78
731,1.0,2105.47
732,1.0,2065.47
733,1.0,2100.85
734,1.0,2165.53
735,1.0,2152.82
736,1.0,2120.63
737,1.0,2013.25
738,1.0,2125.31
739,1.0,2103.62
740,1.0,2124.74
741,1.0,2121.12
742,1.0,2093.44
743,1.0,2118.58
744,1.0,2135.97
745,1.0,2183.28
746,1.0,2082.14
747,1.0,2067.93
748,1.0,2088.56
749,1.0,2105.98
750,1.0,2094.39
751,1.0,2084.31
752,1.0,2098.68
753,1.0,2032.52
754,1.0,2137.02
755,1.0,2016.27
756,1.0,2157.73
757,1.0,2141.45
758,1.0,2129.68
759,1.0,2068.36
760,1.0,2117.7
761,1.0,2122.71
762,1.0,2100.35
763,1.0,2167.97
764,1.0,2108.96
765,1.0,2148.36
766,1.0,2153.19
767,1.0,2138.75
768,1.0,2088.08
769,1.0,2122.08
770,1.0,2083.7
771,1.0,2152.85
772,1.0,2109.5
773,1.0,2123.39
774,1.0,2111.35
775,1.0,2136.6
776,1.0,2086.06
777,1.0,2116.66
778,1.0,2075.27
779,1.0,2063.68
780,1.0,2132.91
781,1.0,2080.13
782,1.0,2109.1
783,1.0,2081.38
784,1.0,2092.22
785,1.0,2070.1
786,1.0,2147.77
787,1.0,2139.57
788,1.0,2118.02
789,1.0,2136.09
790,1.0,2098.67
791,1.0,2161.76
792,1.0,2123.28
793,1.0,2118.53
794,1.0,2146.84
795,1.0,2134.17
796,1.0,2069.24
797,1.0,2132.79
798,1.0,2095.43
799,1.0,2133.73
